sentence1,sentence2,similarity_score,pred_sim_score_cos,pred_sim_score_euclid,pred_sim_score_dot
"les actions de usa interactive ont augmente de 2,28 $, soit 7 pour cent, a 34,96 $ vendredi dans le cadre de la negociation composite du nasdaq stock market et ont gagne 53 pour cent cette annee.","les actions de lendingtree ont augmente de 6,03 $, soit 41 %, pour cloturer a 20,72 $ sur le marche boursier du nasdaq hier.",0.2,0.5558769,0.24130288,0.2683264358272813
des projets de loi similaires ont ete adoptes par la chambre a deux reprises mais sont morts au senat.,"il y a deux ans, la chambre a adopte une version similaire qui a echoue au senat.",0.55,0.73604935,0.25550872,0.3965561890290651
la fermeture de l'emission a affecte le benefice par action du troisieme trimestre d'un centime.,la societe a declare que cela avait un impact sur les benefices d'un centime par action.,0.65,0.6463144,0.26651412,0.2870425460185468
"la femme a ete hospitalisee le 15 juin, selon les responsables de la sante du kansas.",les autorites sanitaires du missouri ont declare qu'il n'avait pas ete hospitalise et qu'il se retablissait.,0.2,0.4002481,0.2746975,0.1522761903540702
"mercredi midi, les valeurs sures ont legerement baisse, une vague d'avertissements sur les benefices ayant sape une partie de l'optimisme qui a conduit a une reprise au cours des trois derniers mois.","les actions americaines ont chute mercredi en debut de matinee, une vague d'avertissements sur les benefices ayant draine une partie de l'optimisme qui a conduit a un rallye au cours des trois derniers mois.",0.71999997,0.5044611,0.23696434,0.2388980339169232
"l'indice composite du nasdaq <.ixic>, place sous l'angle technologique, a grimpe de 5,91 points, soit 0,29 %, a 2 053,27.","l'indice composite du nasdaq axe sur la technologie <.ixic> a progresse de 6 points, soit 0,30 %, pour atteindre 2 053, effacant ainsi les pertes anterieures.",0.64,0.8695831,0.41176727,0.2793051443854781
"deux koweitiens et six palestiniens avec des passeports jordaniens figuraient parmi les suspects, a declare le fonctionnaire.","ils comprennent deux koweitiens et six palestiniens avec des passeports jordaniens, et le reste sont des irakiens et des saoudiens, a declare le fonctionnaire.",0.6,0.8994688,0.35056627,0.5018581859933077
"son anniversaire, le 21 avril, a ete declare jour ferie et elle a assiste a une reception et a un bal.","lorsque sa grand-mere, la princesse elizabeth, a eu 21 ans en 1947, le jour a ete declare jour ferie, et elle a assiste a une reception et a un bal.",0.64,0.704401,0.2584001,0.3700116632499702
"sorkin, qui est accuse de conspiration d'obstruction a la justice et de mensonge devant un grand jury, aurait du etre juge separement.",sorkin devait etre juge separement pour conspiration et mensonge devant un grand jury.,0.91999996,0.95607936,0.5097906,0.3751416232700804
"l'homme, qui est entre dans le bureau de poste de lakeside peu avant 15 heures, a cede aux deputes vers 18 h 30.",l'homme etait entre dans le bureau de poste de l'avenue woodside a l'avenue maine peu avant 15 heures.,0.56,0.7032801,0.2794801,0.3157356769894175
"""moins de 10"" bureaux du fbi ont mene des enquetes impliquant des visites dans des mosquees, a declare le ministere de la justice.","en outre, le ministere de la justice a declare que le fbi a mene ""moins de 10"" enquetes impliquant des visites dans des mosquees.",0.84,0.90112305,0.3995296,0.382332874390057
"en dehors du tribunal, sriyanto, qui risque jusqu'a 25 ans de prison, a nie avoir fait quoi que ce soit de mal.","en dehors du tribunal, sriyanto a nie a the age qu'il avait fait quelque chose de mal.",0.64,0.784078,0.31355202,0.3320275622418444
"la presidente de l'universite du michigan, mary sue coleman, a declare sur le site web de l'universite : ""nos valeurs fondamentales n'ont pas change.","""nos valeurs fondamentales n'ont pas change"", a declare mary sue coleman, presidente de l'universite, dans une declaration a ann arbor.",0.8,0.90562785,0.40057057,0.3936650333842498
"les actions de classe a de comcast ont augmente de 8 cents a 30,50 dollars en matinee, sur le marche boursier du nasdaq.",l'action a augmente de 48 cents a 30 dollars hier a la bourse du nasdaq.,0.44,0.6987964,0.29712358,0.276143177479616
"thomas a ete rejoint en totalite par rehnquist, et en partie par o'connor et scalia.",il a ete rejoint par le juge en chef william h. rehnquist et les juges sandra day o'connor et antonin scalia.,0.56,0.40805858,0.2792621,0.1591643465721638
"lorsque vous avez franchi la ligne, vous avez viole le droit constitutionnel"", a declare charles weisselberg, professeur de droit a l'universite de berkeley.","lorsque vous avez franchi la ligne, vous avez viole le droit constitutionnel"", a declare charles weisselberg, qui enseigne le droit a l'universite de californie, berkeley.",1.0,0.96933293,0.5351324,0.4261070871206839
"selon les premieres informations, les hommes n'ont pas ete vus ensemble a l'aeroport.","les hommes avaient des passeports pakistanais et auraient ete vus ensemble a l'aeroport plus tot dans la soiree, selon des sources des forces de l'ordre.",0.4,0.65186214,0.25192836,0.3125730823089922
toronto a enregistre hier 64 cas probables de sras et neuf cas suspects.,"mercredi, il y avait 65 cas probables de sras dans la region de toronto.",0.65,0.7868376,0.28480333,0.4208441457484168
"l'indice composite du nasdaq a augmente de 13,70, soit 0,8 %, pour atteindre 1700,34.","l'indice composite du nasdaq, classe par technologie, a gagne 13,73 points, soit 0,81 %, pour terminer a 1 700,34.",0.75,0.76780033,0.31135896,0.3215471731177849
"toll, la deuxieme plus grande societe de transport australienne, a offert la semaine derniere a nz75 une action pour tranz rail.","toll a propose la semaine derniere d'acheter la societe pour 75c nz par action, soit 158 millions de dollars neo-zelandais.",0.7,0.45981675,0.25945923,0.1912710017305207
"messagelabs, qui gere des serveurs de messagerie externalises pour 700 000 clients dans le monde, a declare avoir filtre 27 000 e-mails infectes dans 115 pays a la date de jeudi matin.","messagelabs, qui gere des serveurs de courrier electronique externalises pour 700 000 clients dans le monde, a qualifie le ver de ""a haut risque"" et signale plus de 31 000 infections dans 120 pays.",0.55,0.84013075,0.31965023,0.4273800536520184
"mardi, carlson a declare qu'il ne se recuserait pas de l'affaire.",les responsables du service ont declare que carlson avait refuse de se recuser de l'affaire.,0.8,0.86694235,0.37609643,0.3458127703771616
"les actions d'oracle ont egalement augmente, se negociant a 13,60 $, soit une hausse de 12 cents.","les actions de la societe oracle, basee a redwood shores, ont augmente de 14 cents pour atteindre 13,62 dollars.",0.4,0.6920124,0.2593286,0.3452461971554065
"avec tous les rapports de circonscription, fletcher - un membre du congres de lexington qui a fait trois mandats - a obtenu une ecrasante majorite de 57 % des votes.","tous les arrondissements ayant repondu, fletcher a obtenu 88 747 voix, soit 57 % du total.",0.6,0.67050314,0.25927383,0.3240484406881264
"a hong kong, 24 patients ont ete mis en quarantaine mercredi apres que sept employes d'hopitaux publics aient developpe des symptomes de type grippal.",ceci apres que sept travailleurs de la sante d'un hopital public aient ete atteints de symptomes grippaux.,0.6,0.7192757,0.24586785,0.3782561865179669
"en revanche, coca-cola co. (nyse : ko - news - people) a annonce jeudi une hausse de ses benefices pour le trimestre en debut de journee, aidee par la demande europeenne.","coca-cola co. (ko) a fait etat d'un benefice plus eleve pour le trimestre, aide par la demande europeenne, tot jeudi.",0.91999996,0.96379435,0.5230424,0.3830906650723865
"le taux de chomage a augmente d'un dixieme de point de pourcentage pour atteindre 6,1 %, le niveau le plus eleve depuis juillet 1994.","le taux de chomage aurait augmente d'un point pour atteindre 6,1 %.",0.64,0.7896202,0.33213824,0.3016593283827298
"dans le cadre de son accord, m. delainey a accepte de cooperer a la poursuite de l'enquete.",dave delainey a accepte de cooperer avec les procureurs federaux en echange du plaidoyer.,0.88,0.28382492,0.24895197,0.1452718357357063
mais d'autres sources proches de la vente ont declare que vivendi gardait la porte ouverte a d'autres offres et esperait voir les soumissionnaires interesses par des actifs individuels faire equipe.,mais d'autres sources proches de la vente ont declare que vivendi gardait la porte ouverte a d'autres offres dans les prochains jours ou deux.,0.8,0.8820883,0.35520643,0.4285971883179436
micron a declare son premier benefice trimestriel depuis trois ans.,les chiffres de micron ont egalement marque le premier benefice trimestriel en trois ans pour le fabricant de dram.,0.75,0.9000046,0.35850295,0.4115370272122909
les amendes font partie des efforts infructueux des republicains pour forcer ou inciter les democrates a revenir.,"perry a declare qu'il soutenait les efforts du senat, y compris les amendes, pour forcer les democrates a revenir.",0.56,0.6592759,0.25316128,0.3309561781298302
"le composite du nasdaq, charge en technologie, a augmente de 20,96 points pour atteindre 1595,91, terminant a son plus haut niveau depuis 12 mois.","l'indice composite du nasdaq <.ixic>, place sous l'angle technologique, a augmente de 19,11 points, soit 1,2 %, pour atteindre 1 615,02.",0.48000002,0.39222306,0.22645992,0.1991343656618533
les procureurs americains ont arrete plus de 130 personnes et ont saisi plus de 17 millions de dollars dans le cadre d'une repression continue de la fraude et des abus sur internet.,plus de 130 personnes ont ete arretees et 17 millions de dollars de biens ont ete saisis lors d'une operation de lutte contre la fraude sur internet annoncee vendredi par trois agences gouvernementales americaines.,0.91999996,0.7785648,0.29196486,0.3666946093131826
"m. chavez a declare que les enqueteurs sont confiants d'avoir ""au moins un des incendies resolus a cet egard"".","le maire d'albuquerque, martin chavez, a declare que les enqueteurs etaient convaincus qu'avec les arrestations, ils avaient ""resolu au moins un des incendies"".",0.76,0.16364168,0.1909327,0.143775147714019
l'homme accuse d'avoir utilise de fausses grenades pour requisitionner un avion cubain qui a atterri a key west en avril a ete condamne vendredi a 20 ans de prison.,un architecte cubain a ete condamne a 20 ans de prison vendredi pour avoir utilise deux fausses grenades pour detourner un avion de ligne de cuba vers la floride en avril.,0.88,0.6524243,0.26121172,0.3044236468519643
"jim williams, directeur du projet us-visit, a declare que d'ici la mi-novembre, de nombreux passagers arrivant a atlanta seront soumis a un releve d'empreintes digitales et photographies.","jim williams, directeur du projet us-visit, a declare que d'ici la mi-novembre, les inspecteurs prendront les empreintes digitales et les photos de nombreux passagers etrangers arrivant a atlanta.",0.84,0.78321314,0.32856792,0.3063104433370679
"l'audience a eu lieu le lendemain du jour ou le pentagone a, pour la premiere fois, pointe du doigt un officier, dallager, pour ne pas avoir aborde le scandale.","l'audience a eu lieu un jour apres que le pentagone ait, pour la premiere fois, pointe du doigt un officier - dallager - pour ne pas avoir aborde le scandale.",1.0,0.9547242,0.50077975,0.3884779592357926
"l'eglise episcopale ""s'aliene de la communion anglicane"", a declare le tres reverend peter karanja, prevot de la cathedrale all saints de nairobi.","a nairobi, le doyen de la cathedrale all saints, le tres reverend peter karanja, a declare que l'eglise episcopale americaine s'alienait de la communion anglicane.",1.0,0.8747729,0.36120576,0.4001997391663474
"les comtes qui connaitront une baisse de population seront vermillion, posey et madison.","les populations des comtes de vermillion, posey et madison vont diminuer.",1.0,0.8666016,0.40934688,0.2836052265037337
"swartz, inculpe en fevrier, avait fait valoir que le new hampshire n'etait pas le bon endroit pour l'inculper.","swartz avait demande l'abandon des charges, disant que le new hampshire n'etait pas le bon endroit pour l'inculper.",0.68,0.8717761,0.37557986,0.3576157870075776
ils etaient a l'hopital raffles pendant le week-end pour une evaluation plus approfondie.,"ils ont subi d'autres tests au cours du week-end, et sont maintenant heberges a l'hopital raffles.",0.64,0.8076006,0.31814247,0.3591990611698191
"lorsque la bombe a explose a la casa de espana, les clients dinaient et jouaient au bingo.","a la casa de espaa, les clients dinaient et jouaient au bingo quand une bombe a explose.",1.0,0.92445266,0.38869256,0.4939865875296724
m. plofsky a declare que la commission n'enquetera pas parce que le delai de prescription de trois ans est expire.,"la commission n'ouvrira pas d'enquete formelle car le delai de prescription a expire, a declare m. plofsky.",0.88,0.13139644,0.19976985,0.1291142608475437
"s'il est reconnu coupable des accusations d'espionnage, il pourrait etre condamne a la peine de mort.",les accusations d'espionnage et d'aide a l'ennemi peuvent entrainer la peine de mort.,0.71999997,0.7206595,0.24798627,0.4273688071375029
des interets bien ancres se positionnent pour controler les points d'etranglement du reseau et ils font pression sur la fcc pour les aider et les soutenir.,"il est peut-etre en train de mourir parce que des interets bien etablis se positionnent pour controler les points d'etranglement de l'internet et font pression sur la fcc pour les aider et les encourager"".",0.64,0.45107388,0.24598904,0.2000147326668772
mais les membres de l'eglise et les observateurs disent qu'ils s'attendent a ce que la decision puisse etre problematique pour de nombreux episcopaliens.,mais les membres de l'eglise et les observateurs disent qu'ils anticipent que la decision prise ici pourrait poser des problemes doctrinaux pour certains episcopaliens qui croient que la bible interdit l'homosexualite.,0.76,0.8150176,0.30676007,0.4091090356260728
squyres est le chercheur principal de la charge utile athena - une collection d'instruments scientifiques emportes par chaque rover.,"steve squyres, un scientifique de l'universite cornell, est le chercheur principal pour les instruments scientifiques des missions.",0.84,0.6775943,0.30487987,0.2481329450213737
"l'armee a declare avoir tue 12 rebelles et en avoir capture neuf dans la campagne jusqu'a present, pour la perte de six soldats blesses.","l'armee a declare qu'elle avait tue 16 rebelles et en avait capture neuf dans la campagne jusqu'a present, avec un soldat tue et six blesses.",0.6,0.8984586,0.37175202,0.4445436239208288
"express scripts les actions d'esrx.o ont chute de 3,6 % pour cloturer a 66,89 $ sur le nasdaq.","les actions d'express scripts esrx.o ont chute d'environ 4 % a 66,73 $ sur le nasdaq en fin de matinee.",0.6,0.87285006,0.41528818,0.2839729955425334
"la police a lance une chasse internationale pour shevaun pennington apres qu'elle se soit enfuie avec toby studabaker, 31 ans, samedi.","shevaun pennington a disparu samedi matin apres s'etre arrangee pour rencontrer toby studabaker, 31 ans.",0.6,0.60289073,0.28957978,0.2198888865736919
"les avocats et autres personnes connaissant l'enquete federale disent qu'elle reste centree sur campbell, bien que les procureurs aient refuse de discuter de l'enquete.","alors que les procureurs federaux refusent de discuter de l'enquete, les avocats et autres personnes qui la connaissent disent qu'elle reste centree sur campbell.",0.96000004,0.9685899,0.5829059,0.3075424709527374
"la moyenne industrielle du dow jones .dji a baisse de 58,69 points, soit 0,64 %, a 9 137,86.","le dji a chute de 86,56 points, soit 0,94 %, a 9 109,99, apres avoir abandonne plus de 1 % auparavant.",0.5,0.15212466,0.20685293,0.12907835748529
peace rules a battu funny cide dans le derby de louisiane.,mais ni lui ni peace rules n'ont pu empecher funny cide de s'eloigner.,0.45,0.60166633,0.22844563,0.3044006061898037
boeing a declare que l'accord final devrait etre signe au cours des prochaines semaines.,"l'accord avec korean air devrait etre finalise ""dans les prochaines semaines"", a declare le porte-parole de boeing, bob saling.",0.6,0.5659265,0.21121414,0.3491650064033006
"les actions d'eds ont cloture jeudi a 18,51 dollars, soit une hausse de 6 cents.","les actions d'eds ont cloture jeudi a 18,51 dollars, soit une hausse de 6 cents a la bourse de new york.",0.7334,0.9304082,0.5083444,0.2684690207945649
"la cour supreme, divisee, a decide lundi que le congres peut obliger les bibliotheques publiques du pays a equiper leurs ordinateurs de filtres anti-pornographie.","la cour supreme a declare lundi que le gouvernement peut exiger des bibliotheques publiques qu'elles equipent leurs ordinateurs de filtres anti-pornographie, rejetant les plaintes des bibliothecaires qui estiment que la loi equivaut a de la censure.",0.71999997,0.9097394,0.39437965,0.4166530693367656
la faiblesse reside dans la maniere dont la vba examine les proprietes des documents qui lui sont transmis lorsque le document est ouvert par une application hote.,la vulnerabilite existe dans la maniere dont visual basic for applications de microsoft verifie les proprietes des documents qui lui sont transmises a l'ouverture d'un document.,0.76,0.66597235,0.23498338,0.3904890283706018
"sur 24 millions de votes par telephone, 50,28 % etaient en faveur de studdard, ce qui lui donne 130 000 voix d'avance sur aiken.","sur les 24 millions de votes par telephone, studdard n'avait que 130 000 voix d'avance sur aiken.",0.68,0.82729834,0.3400163,0.347182761470777
les consommateurs devraient toujours obtenir une carte de securite de desembrouillage aupres de leur cablo-operateur pour se brancher sur le poste.,"pour regarder la television a peage, les consommateurs insereraient dans l'appareil une carte de securite fournie par leur service de cable.",0.68,0.4672005,0.2160489,0.247923856021106
"cependant, nous avons decide d'opter pour le moteur du consortium europeen comme meilleure solution globale et en raison des efforts considerables consentis en matiere de prix"".","cependant, nous avons decide d'opter pour le moteur du consortium europeen comme meilleure solution globale"".",0.76,0.9457494,0.430951,0.4708936464405716
"la food and drug administration a rejete la demande de vente d'erbitux deposee par imclone en 2001, en invoquant des recherches de mauvaise qualite.","la food and drug administration americaine a rejete la demande initiale d'imclone en decembre 2001, affirmant que l'essai avait ete mene de facon peu rigoureuse.",0.56,0.7869159,0.34063467,0.2871669255234972
"les critiques affirment que la loi viole les libertes civiles, ce a quoi le president de la commission judiciaire de la chambre des representants, james sensenbrenner, r-wis, se dit sensible.","le president de la commission judiciaire de la chambre des representants, james sensenbrenner, r-wis, se dit sensible aux plaintes relatives aux libertes civiles.",0.75,0.7016722,0.2981477,0.2718405976200131
"les dodgers ont remporte leur sixieme match consecutif, leur plus longue serie de victoires depuis 2001, en battant le colorado 3-2, mercredi, devant 25 332 spectateurs au stade des dodgers.","les dodgers ont remporte leur sixieme match consecutif et leur septieme dans les neuf derniers, en battant le colorado 3-2 mercredi devant 25 332 spectateurs au dodger stadium.",0.88,0.9441847,0.47928712,0.371949483114467
"jusqu'a present, ils ont fouille la pennsylvanie, l'ohio, le michigan, l'illinois et l'indiana, selon les autorites de ces etats.","jusqu'a present, les autorites ont egalement fouille des zones en pennsylvanie, dans l'ohio, l'indiana et le michigan.",0.75,0.9087857,0.41419494,0.3713603367222474
"l'obligation a 30 ans us30yt=rr s'est raffermie a 31/32, faisant passer son rendement de 4,22 % a 4,16 %, un autre record.","l'obligation a 30 ans <us30yt=rr> s'est raffermie 24/32, portant son rendement a 4,18 %, apres avoir atteint un nouveau record de 4,16 %.",0.55,0.94932014,0.49043378,0.3772856203294241
lay avait fait valoir que la remise de ces documents constituerait une violation de ses droits au titre du cinquieme amendement contre l'auto-incrimination.,"lay avait refuse de remettre les papiers, faisant valoir son droit au cinquieme amendement contre l'auto-incrimination.",0.76,0.8114895,0.3224126,0.3592153298808404
"selon m. strayhorn, c'est la premiere fois dans l'histoire du texas qu'un controleur n'a pas certifie la loi de finances.","dans un communique de presse publie jeudi, m. strayhorn a declare que c'etait la premiere fois qu'un controleur financier rejetait un budget.",0.64,0.8740313,0.43359536,0.2230867034141853
"en excluant les frais, les analystes s'attendaient en moyenne a une perte de 11 cents par action.",les analystes interroges par thomson financial first call s'attendaient a une perte d'environ 11 cents par action pour les activites poursuivies.,0.76,0.82121825,0.32111642,0.3647299954960514
"les experts en securite avertissent qu'un nouveau ver de messagerie de masse se repand largement sur l'internet, se faisant parfois passer pour le courrier electronique du fondateur de microsoft.","un nouveau ver se propage rapidement sur internet, se faisant parfois passer pour un e-mail du president de microsoft, bill gates, ont declare lundi les editeurs d'antivirus.",0.96000004,0.7188536,0.29305825,0.3033556821077838
m. sahel a declare que la police avait identifie les corps de sept des quatorze membres de la cellule soupconnes d'avoir perpetre les cinq attaques presque simultanees de samedi.,il a declare que la police avait identifie les corps de sept des 14 poseurs de bombe qui ont lance cinq raids presque simultanes vendredi soir.,0.8,0.08204733,0.18183051,0.1200648971972403
"seul le new jersey interdit desormais aux titulaires d'un permis d'apprenti ou d'une licence intermediaire d'utiliser un telephone portable, un pager ou tout autre appareil sans fil au volant.","en outre, le ntsb a egalement recommande a la nhtsa d'adopter une legislation d'etat pour interdire aux detenteurs de permis d'apprentis et de licences intermediaires d'utiliser des telephones portables au volant.",0.28,0.6965586,0.28728947,0.2929429323536844
l'universite du michigan a publie aujourd'hui une nouvelle politique d'admission apres que la cour supreme des etats-unis a annule en juin la facon dont elle admettait auparavant les etudiants de premier cycle.,l'universite du michigan prevoit de publier jeudi une nouvelle politique d'admission en premier cycle apres que ses conditions d'admission aient ete rejetees par la cour supreme des etats-unis en juin.,0.84,0.86107355,0.38618836,0.3133000318962906
la cassette audio diffusee la semaine derniere par le reseau de television arabe al-jazira semble etre une tentative d'incitation aux attentats.,une cassette audio diffusee la semaine derniere par la chaine de television arabe al-jazeera est peut-etre la preuve la plus solide a ce jour que saddam a survecu a la guerre.,0.35999998,0.71538603,0.28383434,0.3174319772868491
la societe n'a pas detaille les couts de remplacement et de reparation.,mais les responsables de l'entreprise s'attendent a ce que le cout des travaux de remplacement se chiffre en millions de dollars.,0.4,0.3302722,0.21680297,0.1852464162086583
"dean a declare aux journalistes qui voyageaient dans le cadre de sa tournee ""sleepless summer"" dans dix villes qu'il considerait la campagne au texas comme un defi.","aujourd'hui, dean termine sa tournee ""sleepless summer"" de quatre jours dans dix villes, a chicago et a new york.",0.52,0.6174692,0.23520012,0.3336286812299679
"""j'avais le sentiment que si je n'etais pas assez d'accord avec rosie, je perdrais mon emploi"", a-t-elle declare.","cavender a bien dit : ""j'avais le sentiment que si je n'etais pas assez en desaccord avec rosie, je perdrais mon emploi.""",0.65,0.93303967,0.40718383,0.4502840479544968
"la decision americaine a provoque une reaction de colere de la commission europeenne, qui a decrit la demarche comme ""juridiquement injustifiee, economiquement non fondee et politiquement inutile"".","la commission europeenne, le puissant organe executif de l'ue, a decrit cette initiative comme ""juridiquement injustifiee, economiquement non fondee et politiquement inutile"".",0.75,0.8317739,0.3272197,0.3873669585417679
"mme cripps-prawak est partie vendredi dernier, deux jours apres que le ministere ait introduit un plan de distribution de marijuana medicale par le biais des cabinets medicaux.","la directrice du bureau de l'acces aux soins medicaux, cindy cripps-prawak, a quitte son emploi apres que le service a mis en place un plan de distribution de marijuana par l'intermediaire des cabinets medicaux.",0.85,0.73782265,0.3074177,0.2944492974534792
"en 2001 et 2002, a declare m. morgenthau, les virements electroniques effectues a partir de quatre des 40 comptes de beacon hill ont totalise plus de 3,2 milliards de dollars.","les virements bancaires de quatre des 40 comptes ouverts a beacon hill ont totalise plus de 3,2 milliards de dollars de 2001 a 2002, a declare m. morgenthau.",0.95,0.21906094,0.19895364,0.1586516016799781
"l'annee derniere, il a fait une tentative infructueuse pour obtenir l'investiture democrate au poste de gouverneur.","il s'est presente l'annee derniere a l'investiture democrate pour le poste de gouverneur du texas, mais a perdu les primaires face au multimillionnaire tony sanchez.",0.65,0.6304109,0.27164054,0.2620768599090341
le plus grand detaillant du pays a declare a ses 100 principaux fournisseurs qu'ils devaient commencer a utiliser des etiquettes electroniques sur toutes les palettes de marchandises d'ici le 25 janvier 2005.,wal-mart a indique a ses 100 principaux fournisseurs qu'ils devront avoir mis en place des systemes d'identification par radiofrequence pour suivre les palettes de marchandises tout au long de la chaine d'approvisionnement d'ici le 25 janvier 2005.,0.75,0.6494639,0.25513348,0.3118227581368933
il a ete emmene a l'hopital pour des radiographies preventives de son cou.,"harvey a ete emmene a l'hopital st. luke pour une radiographie preventive du cou, qui est revenue negative.",0.65,0.3760281,0.22815838,0.1890415538675988
le projet de loi stipule qu'une femme qui subit un tel avortement ne peut pas etre poursuivie.,une femme ayant subi un tel avortement ne pourrait pas etre poursuivie en vertu de ce projet de loi.,1.0,0.94448745,0.4325955,0.4975433444943636
l'assemblee compte 103 democrates et 47 republicains.,les democrates dominent l'assemblee tandis que les republicains controlent le senat.,0.4,0.64908683,0.19746237,0.5228176552646777
"""je suis venu a washington essentiellement pour etablir des relations et pour m'assurer que nous envoyons plus d'argent federal en californie"", a declare m. schwarzenegger apres avoir rencontre les republicains du congres.","""je suis venu a washington essentiellement pour etablir des relations et m'assurer que nous recevons plus d'argent du gouvernement federal"", a declare m. schwarzenegger apres une reunion.",0.84,0.8413657,0.3191129,0.4305980794906852
le dernier instantane des marches du travail a ete legerement meilleur que ce que les economistes attendaient ; ils prevoyaient que les revendications ne tomberaient pas en dessous de 410 000 pour la semaine derniere.,"malgre les problemes du marche de l'emploi, le dernier apercu des marches du travail a ete legerement meilleur que ce que les economistes attendaient.",0.68,0.7644714,0.30431083,0.3305460677002774
"chante jawan mallard, 27 ans, a ete juge lundi, accuse de meurtre au premier degre.","chante jawaon mallard, 27 ans, est accuse de meurtre et de falsification de preuves.",0.6,0.87572193,0.40495458,0.2910044980715299
"linda saunders a plaide coupable en cour federale a six chefs d'accusation, dont l'extorsion, le blanchiment d'argent et la conspiration.","les anciens assistants de phipps linda saunders et bobby mclamb ont tous deux plaide coupable a des accusations federales, notamment d'extorsion.",0.55,0.6998418,0.29150417,0.2844048243005923
"l'action vivendi a cloture en hausse de 3,8 % a paris, a 15,78 euros.","l'action vivendi a augmente de 0,3 % a 15,62 euros a paris a 0841 gmt.",0.52,0.94625497,0.47209632,0.4022002563457323
microsoft a identifie le logiciel linux distribue gratuitement comme l'une des plus grandes menaces pour ses ventes.,l'entreprise a publiquement identifie linux comme l'une de ses plus grandes menaces concurrentielles.,0.68,0.7083463,0.23667143,0.4488175665748246
"antonio monteiro de castro, 58 ans, actuellement directeur des operations du groupe pour l'amerique latine et les caraibes, deviendra directeur general des operations a partir de la meme date.","le bat a egalement indique qu'antonio monteiro de castro, directeur pour l'amerique latine et les caraibes, deviendrait directeur des operations le 1er janvier 2004.",0.71999997,0.79734516,0.35070422,0.2839994288587165
"""la propagande et les relations publiques manipulatrices ne sont pas la reponse"", a-t-il declare.","le rapport ajoute que la ""manipulation"" et les relations publiques manipulatrices ""ne sont pas la solution"", mais que ni l'une ni l'autre n'evite le debat.",0.71999997,0.6414912,0.24147962,0.337098885446369
"une autre fusillade liee a la frenesie s'est produite le 11 novembre a l'ecole primaire hamilton central a obetz, a environ deux miles de l'autoroute.","le dernier tir lie a la frenesie est celui du 11 novembre a l'ecole elementaire du canton d'hamilton a obetz, a environ deux miles de l'autoroute.",0.96000004,0.7756045,0.33168346,0.2780829608092361
"mardi, la banque centrale a laisse les taux d'interet stables, comme prevu, mais a egalement declare que les risques globaux etaient orientes vers la faiblesse et a mis en garde contre les risques de deflation.","le conseil d'administration de la banque centrale a laisse les taux stables pour l'instant, comme on s'y attendait, mais a surpris le marche en declarant que les risques globaux etaient orientes vers la faiblesse.",0.8,0.85696745,0.36685738,0.3426855714965771
les combats ont eclate apres que quatre journalistes nord-coreens aient affronte une douzaine de militants sud-coreens qui protestaient contre les violations des droits de l'homme au nord devant le principal centre de presse.,les troubles ont eclate lorsqu'au moins quatre reporters nord-coreens se sont precipites du centre des medias de taegu pour affronter une douzaine de militants qui protestaient contre les violations des droits de l'homme au nord.,0.68,0.92097056,0.39253324,0.4769017161486591
dusty a lutte contre le cancer du rein pendant plus d'un an.,dusty a ete opere d'un cancer en 2001 et s'est fait enlever un rein.,0.48000002,0.83299303,0.32605085,0.3920336209342248
"kadyrov n'a pas ete blesse, mais quatre de ses gardes du corps ont ete tues.",mais l'agence de presse itar-tass a declare que quatre de ses gardes du corps faisaient partie des victimes de la bombe.,0.6,0.45444816,0.2200879,0.241608470628966
"la commission estime que la californie a perdu 1,34 milliard de dollars - le montant le plus eleve de tous les etats - au profit des abris fiscaux en 2001.",la commission a estime que la californie a perdu 937 millions de dollars au profit des abris fiscaux pour les entreprises en 2001.,0.55,0.86711323,0.3087423,0.547851434878941
les fonctionnaires n'ont pas dit si les forces americaines avaient penetre en territoire syrien et sont restes vagues sur la maniere dont les gardes-frontieres syriens ont ete impliques.,"les responsables americains n'ont pas dit si les forces americaines, qui agissaient sur la base de renseignements, avaient penetre sur le territoire syrien et sont restes vagues sur la maniere dont les gardes syriens etaient impliques.",0.8,0.94683194,0.43501914,0.5158232315056278
verisign a lance son service de recherche de sites le 15 septembre.,"la bataille autour du service de recherche de sites de verisign, qui existe depuis trois semaines, fait rage.",0.35,0.5338137,0.24019334,0.2542250163087817
"druce est toujours detenue a la prison et est maintenant en isolement, a-t-elle dit.","hier soir, druce a ete place en isolement dans la meme prison.",0.9,0.7232029,0.28248912,0.3003096130718158
"leur chef, abu bakr al-azdi, s'est rendu en juin ; son adjoint a ete tue lors d'une recente fusillade avec les forces saoudiennes.","leur chef, abu bakr al-azdi, s'est rendu en juin ; son adjoint a ete tue lors d'une fusillade avec les forces saoudiennes recemment.",1.0,0.9962065,0.7760293,0.3909337331856594
"apres la declaration d'ouverture de freitas, le juge charles mertel de la cour superieure du comte de king a suspendu le proces jusqu'apres le week-end de thanksgiving.",le juge charles mertel de la cour superieure du comte de king interrompra ensuite le proces jusqu'a lundi.,0.6,0.8364346,0.35354218,0.3202237976247147
"parmi les investisseurs de google, on trouve les societes de capital-risque kleiner perkins caufield & byers et sequoia capital, indique le document.","parmi les premiers bailleurs de fonds de google figurent l'universite de stanford, basee en californie, et les societes de capital-risque kleiner perkins et sequoia capital.",0.56,0.7448276,0.31370434,0.2792457729400846
